pitch_mean,pitch_std,energy_mean,zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,chroma_mean,mfcc_1_mean,mfcc_1_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta2_mfcc_1_mean,delta2_mfcc_1_std,mfcc_2_mean,mfcc_2_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta2_mfcc_2_mean,delta2_mfcc_2_std,mfcc_3_mean,mfcc_3_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta2_mfcc_3_mean,delta2_mfcc_3_std,mfcc_4_mean,mfcc_4_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta2_mfcc_4_mean,delta2_mfcc_4_std,mfcc_5_mean,mfcc_5_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta2_mfcc_5_mean,delta2_mfcc_5_std,mfcc_6_mean,mfcc_6_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta2_mfcc_6_mean,delta2_mfcc_6_std,mfcc_7_mean,mfcc_7_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta2_mfcc_7_mean,delta2_mfcc_7_std,mfcc_8_mean,mfcc_8_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta2_mfcc_8_mean,delta2_mfcc_8_std,mfcc_9_mean,mfcc_9_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta2_mfcc_9_mean,delta2_mfcc_9_std,mfcc_10_mean,mfcc_10_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta2_mfcc_10_mean,delta2_mfcc_10_std,mfcc_11_mean,mfcc_11_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta2_mfcc_11_mean,delta2_mfcc_11_std,mfcc_12_mean,mfcc_12_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta2_mfcc_12_mean,delta2_mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_13_mean,delta_mfcc_13_std,delta2_mfcc_13_mean,delta2_mfcc_13_std,emotion
66.2870004581883,1.663799325978273,0.0021197072,0.05047568044354839,7416.297747905874,13285.735887096775,0.63309145,-726.2172,157.85083,9.84438e-08,10.304344,3.9992795e-08,5.2729187,68.54142,84.219345,0.0,6.3981953,9.229106e-09,2.8291087,3.2933977,20.393255,3.0763687e-09,3.1211753,-1.8458213e-08,1.9080067,12.2053,21.084995,1.2305475e-08,3.13054,-3.0763687e-09,1.746932,5.5102777,13.634708,0.0,2.4464512,-3.845461e-09,1.1748341,13.667408,19.163044,1.2305475e-08,2.4458964,-3.0763687e-09,1.0825472,-2.9838283,14.063682,0.0,2.4023972,1.0767291e-08,1.2210827,3.0980291,8.619501,6.1527374e-09,1.7098075,-7.690922e-10,1.0100753,-3.3108134,10.998985,4.614553e-09,1.5832354,1.5381844e-09,0.7914399,-1.5643841,8.34863,-6.1527374e-09,1.2330896,7.690922e-10,0.71533525,-7.8616524,12.845315,0.0,1.6762079,-3.2686418e-09,0.91776216,-2.1242816,7.7088737,-3.0763687e-09,1.15231,0.0,0.6081098,2.849204,8.651435,3.0763687e-09,1.5131751,7.690922e-10,0.843237,neutral
67.04930454758136,3.601946872066996,0.0022580326,0.05290441543530351,7135.571471113649,13191.64337060703,0.629568,-719.1283,159.356,0.0,11.300446,2.4375062e-08,5.9895124,70.20157,78.61282,4.8750124e-08,6.0845075,-3.0468827e-09,2.9147394,1.168397,23.06335,0.0,3.9838507,2.132818e-08,2.1854007,13.122543,18.9968,2.4375062e-08,2.4714103,-1.5234414e-09,1.2847675,7.83695,12.449026,-6.0937655e-09,2.001074,6.0937655e-09,1.1920468,14.41129,19.218317,1.2187531e-08,2.5223515,3.0468827e-09,1.0575601,-4.1113596,14.516836,-6.0937655e-09,2.1462195,1.14258105e-08,1.1826681,4.468973,8.05733,-4.570324e-09,1.5094297,3.0468827e-09,0.8507843,-3.5393667,11.5094185,-3.0468827e-09,1.478202,-5.332045e-09,0.8823897,-3.6586075,8.151206,0.0,1.2244004,-9.140648e-09,0.7597221,-7.648504,12.590632,-9.140648e-09,1.5815735,-4.570324e-09,0.85388035,-1.4770775,7.271216,3.0468827e-09,1.1567075,3.4277432e-09,0.6303364,3.031821,8.202284,-1.5234414e-09,1.3592491,7.617207e-10,0.69773597,neutral
67.01196157318596,3.88298473488629,0.0027071815,0.04662688314332247,7239.2656482489965,13279.1378257329,0.6199844,-714.9957,162.87424,-0.004037565,10.203647,-0.010873499,4.8027105,69.68935,85.796005,-0.0056225406,7.5782533,-0.015290053,3.0654125,3.9245636,17.979307,-0.0053696088,2.8917198,-0.015039339,1.5538751,11.92419,24.541765,-0.0049755303,3.1777215,-0.0146536715,1.5921345,6.4217234,10.203608,-0.0044685327,1.7418143,-0.014164861,0.8873602,11.011614,16.11514,-0.003870613,1.9389465,-0.0135948695,1.0533392,-2.8781035,15.47213,-0.0031935603,2.2817314,-0.012950774,1.2533357,4.5095577,9.876256,-0.0024440468,1.2685766,-0.012230227,0.7228683,-4.476109,11.993234,-0.0016332123,1.539253,-0.011433892,0.84395015,-2.6715493,8.232803,-0.0007848398,1.344581,-0.010576009,0.84683204,-7.4992833,13.146093,6.384337e-05,1.553649,-0.009686329,0.8692063,-2.9622657,7.749167,0.0008698597,1.0691327,-0.008801751,0.52606297,1.8734846,8.564484,0.0015961153,1.3225505,-0.007952758,0.70535225,neutral
67.34807998219506,4.219508218899478,0.0025207684,0.05383546560402685,7008.958169433834,13272.074244966443,0.6126071,-710.9753,161.77583,-0.013995587,10.738338,-0.009653316,4.866018,67.56489,78.59396,-0.011389022,7.764559,-0.012147737,3.3599179,5.7822413,20.279503,0.004030631,3.1109142,-0.010579686,1.5416775,13.230726,24.528292,0.008220314,2.926192,-0.011604794,1.5239897,6.1908455,11.280048,-0.004785275,1.9542184,-0.012458887,0.9237412,12.628252,16.704357,-0.021722768,1.9429008,-0.011382533,1.0554731,-1.6751693,13.141413,-0.024562925,1.9488161,-0.0110449195,0.87095445,5.6574936,8.686153,-0.010221826,1.3758303,-0.012585931,0.81605536,-4.9506335,12.079803,0.0063650655,1.5593264,-0.014028197,0.90842915,-3.4775455,9.627914,0.009176069,1.6340549,-0.014508659,0.84410965,-7.416558,12.1446,-0.0013064859,1.6911508,-0.013599948,0.92105436,-1.9370041,7.221593,-0.009923322,1.177184,-0.010022279,0.5550988,2.2715254,7.5908246,-0.0051001576,1.2483418,-0.0059641446,0.6106488,neutral
66.99852757090245,2.4481024406075904,0.0015786955,0.04592932275978916,6997.31180981541,12649.543486445784,0.6082433,-759.92175,162.98659,-0.030265808,11.329703,-0.02164388,5.853039,75.78352,78.56628,-0.041927338,6.3739758,-0.029652199,2.519406,6.0236053,23.16162,-0.039933175,3.945282,-0.02748499,2.0358472,14.557394,23.70345,-0.0374325,2.9446282,-0.02481103,1.377687,6.4541883,13.6764,-0.03501725,2.278824,-0.022410227,0.9994237,14.631508,18.99056,-0.033163335,2.1960242,-0.020916885,1.0143247,-3.0045512,14.327635,-0.03151426,2.0373783,-0.019878846,1.044343,4.6209702,9.515069,-0.029846622,1.553076,-0.01897469,0.7893132,-5.200015,11.674164,-0.027558142,1.5912359,-0.017498566,0.89260477,-0.70743,7.7869697,-0.024353318,1.3630353,-0.015069114,0.79837465,-7.790287,11.382717,-0.020837318,1.3485473,-0.012254478,0.6974483,-3.5649483,7.8706527,-0.017428208,1.1248487,-0.009423173,0.5765192,2.18097,9.36486,-0.014593124,1.4101629,-0.0071217036,0.5960614,calm
67.57451828998053,2.8967217576096727,0.0016762057,0.03303843842455621,6874.560406643111,12202.82451923077,0.6440443,-735.0066,146.57507,0.0037837282,10.376865,0.0010662079,5.2696357,79.09305,81.97409,0.0053371903,6.133889,0.0015020089,2.2678766,8.141051,23.45763,0.0052946303,3.8859484,0.0014843292,1.8729087,11.413549,24.758772,0.005224153,3.1189685,0.0014549881,1.3183217,5.174124,12.365225,0.0051262532,2.1232524,0.0014141607,1.0279919,15.393285,19.791836,0.005001846,2.0782611,0.0013621735,0.89701825,-2.7520719,12.571643,0.0048519676,2.031213,0.0012993132,0.97857106,2.9645836,7.618043,0.0046778573,1.1719521,0.0012259991,0.57379407,-5.388972,11.941264,0.0044809543,1.498491,0.0011427135,0.76528764,-1.6918324,6.54375,0.0042629996,1.0786091,0.0010500691,0.56703705,-5.8528347,9.744221,0.0040257317,1.363145,0.00094865414,0.7484513,-4.0432878,8.198055,0.003771147,1.1153048,0.0008391664,0.51825136,3.0046408,9.210759,0.0035013584,1.3541951,0.0007223744,0.6740176,calm
67.19037244913822,2.777968694622398,0.0025555012,0.045950382313829786,6853.974883221673,12272.273936170213,0.62399995,-733.5249,179.0864,-0.0021395697,10.520258,-0.0018207526,4.6658034,81.58986,89.545616,-0.0030198952,8.309584,-0.002570342,3.1186907,4.8633575,22.673977,-0.0030025493,3.5704298,-0.0025569457,1.6193722,14.423686,26.31153,-0.002973829,3.0996563,-0.0025347467,1.6341069,5.2676888,12.809231,-0.0029339893,2.1695068,-0.0025039632,0.9543698,13.96856,18.270678,-0.0028835866,2.1643488,-0.0024648951,1.1537398,-3.0856166,15.189873,-0.0028230238,2.1429107,-0.0024179094,1.0668732,7.1732454,10.292573,-0.002752997,1.4514303,-0.0023634643,0.8185854,-4.8214383,11.359607,-0.0026742187,1.5521636,-0.0023020552,0.86071265,-0.9674488,8.375089,-0.002587501,1.5024787,-0.0022342429,0.7807107,-6.2504735,12.630485,-0.0024937657,1.6812453,-0.00216069,0.7504765,-3.8666399,8.374072,-0.002393927,1.1275636,-0.0020820315,0.58135086,3.3255188,10.404875,-0.002289014,1.4249043,-0.0019989905,0.61007875,calm
68.12434304285622,3.8996443630795024,0.0026076469,0.04764336896088957,6798.674100010185,12309.504409509202,0.61212975,-728.363,175.01202,-0.012989255,9.856873,0.0037868184,4.6003437,82.324936,88.63849,-0.01820734,7.816702,0.0053272466,3.109492,7.5005765,20.165997,-0.017736044,3.1523058,0.0052453405,1.5970738,12.542465,24.356995,-0.016998455,3.0227137,0.0051156585,1.4397119,6.788125,10.549805,-0.016060906,1.7143744,0.0049476684,0.7381976,14.805659,17.106565,-0.015005907,2.0790977,0.0047533074,1.051688,-2.9095807,13.235973,-0.013923639,1.9081855,0.0045456877,0.93133384,6.937839,9.132057,-0.012902291,1.5940808,0.004337906,0.92277837,-4.84434,11.831189,-0.012018847,1.5007503,0.0041416986,0.8786172,-1.8469232,8.109428,-0.011331509,1.4359403,0.0039663864,0.7582167,-5.6877103,11.342878,-0.010873994,1.4940792,0.0038180032,0.64657384,-3.6666534,8.252149,-0.010652878,1.0712204,0.0036989322,0.55337715,2.2403512,9.305952,-0.010647891,1.3976103,0.0036077646,0.52588534,calm
66.71552508398783,3.0314139142044,0.0014528487,0.03624225484913793,6773.71236908055,12030.037715517241,0.6458597,-771.62524,177.1252,0.02798085,10.479323,0.02676227,5.264238,83.32755,81.09256,0.030665167,6.181779,0.03107996,2.5241761,9.759607,21.527704,0.022046346,3.6647964,0.02376682,1.9770011,14.268048,24.60837,0.018221784,2.844684,0.018114962,1.2314874,6.201727,12.705014,0.016718987,1.8966223,0.015328672,0.92604,16.020977,19.92514,0.01573637,2.2440684,0.0141204335,0.9439238,-2.8468976,13.995504,0.014214286,2.0601115,0.0139274355,1.0825056,4.47025,8.732266,0.009135784,1.4003631,0.010736177,0.7356031,-5.536262,11.85542,0.0031332476,1.5431292,0.0053315246,0.83664596,0.8787948,6.50108,0.0046358244,1.2616582,0.0065084635,0.7052913,-5.3482485,9.354109,0.006244271,1.308661,0.00548998,0.6861462,-3.0295565,8.118746,0.008787624,1.0260576,0.0031048714,0.504838,2.3405735,9.082781,0.009828548,1.2911701,-0.0007263648,0.5076619,calm
66.16745722139123,2.675233089513201,0.0015512242,0.04488291638962766,6517.976565172378,11717.44099069149,0.6053126,-733.9896,157.95195,-0.00039169638,10.285238,9.457989e-05,5.2285833,82.99157,80.36831,-0.00055361807,5.9159555,0.00013368561,2.285364,3.796794,24.129759,-0.00055265933,4.1436214,0.00013338632,2.0342853,13.411559,24.613008,-0.0005510589,2.8926673,0.00013293073,1.220129,3.1084962,12.357739,-0.00054880406,2.0881808,0.00013229345,0.9678314,16.039553,19.80143,-0.00054595317,2.1503363,0.00013147517,0.82384974,-5.652945,15.008393,-0.00054249866,2.2247167,0.00013049485,1.1484417,5.5606713,10.417045,-0.000538405,1.5544379,0.00012933923,0.83077246,-7.840987,13.334312,-0.0005337399,1.7216631,0.00012801429,0.8766278,-1.1772103,6.791926,-0.00052853086,1.1145163,0.00012654922,0.5904505,-5.7287865,9.359659,-0.0005227505,1.2627622,0.00012493704,0.7071372,-4.109694,9.152854,-0.0005164451,1.3017151,0.00012318726,0.7072878,3.8823817,9.822521,-0.00050963747,1.3834832,0.00012129323,0.70683116,calm
