zcr_mean,rms_mean,duration_s,tempo_bpm,spectral_centroid_mean,spectral_bandwidth_mean,spectral_contrast_mean,spectral_flatness_mean,pitch_mean,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,delta_mfcc1,delta_mfcc2,delta_mfcc3,delta_mfcc4,delta_mfcc5,delta_mfcc6,delta_mfcc7,delta_mfcc8,delta_mfcc9,delta_mfcc10,delta_mfcc11,delta_mfcc12,delta_mfcc13,delta2_mfcc1,delta2_mfcc2,delta2_mfcc3,delta2_mfcc4,delta2_mfcc5,delta2_mfcc6,delta2_mfcc7,delta2_mfcc8,delta2_mfcc9,delta2_mfcc10,delta2_mfcc11,delta2_mfcc12,delta2_mfcc13,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5,tonnetz6,emotion
0.08102182241586539,0.0023322327,3.3033125,[78.125],2833.419355448064,2043.576664878139,14.861233692398814,0.28729883,122.297646,-685.1146,46.40787,2.21752,12.362794,3.2454083,-2.1824589,-3.6864676,-10.622803,-7.1660037,1.0479035,-3.1434276,0.8460745,-3.6446168,-0.010384193,-0.01458909,-0.014303501,-0.01384372,-0.013232809,-0.01250047,-0.011680805,-0.01080977,-0.0099225,-0.009050965,-0.008221498,-0.007453698,-0.006759217,0.00020349942,0.00022194936,2.9197106e-05,-0.00027770264,-0.0006786035,-0.0011475453,-0.001654735,-0.0021691,-0.0026604855,-0.0031019081,-0.0034714753,-0.0037539648,-0.0039412403,0.58954185,0.6009753,0.52516353,0.51296395,0.5482895,0.5738164,0.587512,0.6235603,0.6636674,0.68443197,0.67922413,0.64456165,-0.05670581559222491,0.03061606136741631,-0.04880327412572089,-0.0696803758529809,0.020517330298203573,0.012342019944648888,1
0.08379371279761905,0.0025117872,3.3366875,[156.25],2731.2645673103843,2062.4729880977375,15.84054118020676,0.24387233,113.49782,-676.86896,44.085224,1.7590418,16.377357,3.067221,-0.08418841,-4.2650537,-11.634268,-5.34167,1.5125947,-2.7820625,0.37638152,-3.3374739,0.009690342,0.014343475,0.015261781,0.014743975,0.01242023,0.009536545,0.007524856,0.0066458085,0.005887578,0.004191963,0.0018041823,3.6430147e-06,-0.00056842726,-0.021886932,-0.029989116,-0.02809983,-0.02700596,-0.027134648,-0.027397655,-0.026551057,-0.024437798,-0.022126803,-0.020804834,-0.020406213,-0.019767959,-0.01827428,0.5603196,0.57388717,0.5361444,0.48149145,0.5391497,0.5763267,0.52992797,0.58966774,0.62946516,0.6770987,0.6537018,0.6163458,-0.06478673536567132,0.03603145998260309,-0.08526606083891972,-0.04488978174825567,0.023877966814207705,0.006796090554313038,1
0.0785326911407767,0.002860884,3.2699375,[81.52173913],2675.361356721695,2055.8586253786116,15.613701038743594,0.23410705,115.24141,-672.48395,48.84424,1.2209679,12.249799,1.1026881,-0.45095262,-5.1040764,-10.283617,-7.0518026,0.557426,-2.7546847,1.3884407,-4.8648925,-0.037252825,-0.04894989,-0.04248381,-0.03894569,-0.03628904,-0.031467788,-0.026411718,-0.022427166,-0.017523147,-0.011714171,-0.00732105,-0.0040947893,-0.00036787408,0.01726531,0.02402569,0.023667442,0.023938963,0.023769747,0.022446552,0.020608375,0.01860013,0.016349338,0.014598653,0.014062415,0.014241295,0.014465147,0.6297348,0.5704047,0.51865137,0.5814344,0.5365531,0.5128476,0.5703402,0.62018883,0.6851855,0.647282,0.5801655,0.5861863,-0.03884934271107775,0.012090815375694708,-0.00947385788126673,0.0010239287116785235,0.001672458740298831,0.02974000699293707,1
0.087861328125,0.0026793296,3.169875,[85.22727273],2638.470351013211,2082.0051751906904,15.742916248257249,0.2275266,105.79727,-667.68286,46.79216,4.134971,12.441881,3.7573752,1.6810007,-6.4583874,-10.921303,-6.4708314,1.1804289,-1.4938141,0.21310532,-3.6159523,-0.10294682,-0.06084417,0.03565032,0.012855873,-0.03033994,0.00041606426,0.06985481,0.049901113,-0.0211274,-0.0073089595,0.022505723,-0.0066885184,-0.04968562,-0.009151936,-0.0159492,-0.025288306,-0.015443463,0.006223464,0.0002946377,-0.0071207928,-0.002919454,-0.003821063,-0.006171396,-0.016049743,-0.01827264,-0.011702912,0.60193765,0.53655154,0.501491,0.52133924,0.59749156,0.6252005,0.5798562,0.6293416,0.6505354,0.6038068,0.6147366,0.60179955,-0.07321154383448984,0.030937520764340705,-0.005079608575907062,-0.044100606921129465,0.013661944342753191,0.01616401383245841,1
0.08141539977477477,0.0017120339,3.536875,[117.1875],2640.001837161276,2022.3343779255192,15.406807976157497,0.24761973,120.71685,-699.66693,51.661682,3.509936,14.573113,4.1004205,-1.0494035,-5.2671227,-8.684034,-8.226194,0.5867728,-3.1344535,-0.2858413,-4.0167394,-0.09437455,-0.122652575,-0.11242552,-0.10667903,-0.0945771,-0.09042997,-0.08847607,-0.0776392,-0.06526062,-0.05254771,-0.038631134,-0.031343568,-0.024243841,0.007888093,0.0073918966,0.0046491623,0.0038084178,0.0007071047,0.0010027713,0.0016151705,-0.0011471434,-0.0035964432,-0.005939607,-0.008497845,-0.007980895,-0.00830175,0.460106,0.5115041,0.52845836,0.51289916,0.52756,0.5524674,0.5328476,0.56420964,0.5934025,0.64510137,0.6816724,0.53486395,-0.08940513492550684,0.014379406451272416,0.03294001599387765,-0.11382167527099764,0.03204841465905003,0.003077618918289507,2
0.0615147953539823,0.0018140345,3.603625,[104.16666667],2576.022855648172,1982.8111344378278,15.577418768661834,0.2623636,122.70403,-688.6021,55.70317,2.8005798,11.864268,5.379238,-2.3979254,-6.2231574,-7.7024684,-7.7921596,0.9797327,-2.729396,-0.9667847,-4.3321786,-0.004170756,-0.0060350304,-0.006308141,-0.006424257,-0.0061919666,-0.00569106,-0.005207738,-0.0049921684,-0.005047234,-0.0051336223,-0.0049843085,-0.004544333,-0.004025288,0.016983258,0.023788998,0.0232297,0.022612998,0.02212351,0.021703316,0.021109909,0.02013682,0.018804595,0.01735592,0.016059356,0.014991199,0.0139851775,0.4843159,0.5052993,0.4910334,0.57903373,0.5711961,0.5669852,0.6054832,0.606881,0.6138985,0.601177,0.6218394,0.5680249,-0.05940871481020943,-0.025993781856374465,0.025826711718618844,-0.07434007597559769,0.007812254552894803,0.03904849669455141,2
0.08552024147727273,0.0026529438,3.5035,[156.25],2684.204087272523,1967.0350125618215,15.925983494539542,0.23328415,96.23094,-679.4891,53.626762,2.412655,11.943931,2.6843383,1.7219214,-5.4916425,-8.531762,-7.588742,1.9994936,-0.9284471,-0.44058138,-3.9336274,0.03880794,0.03913699,0.028705578,0.031271778,0.034185704,0.031514443,0.025715634,0.020552594,0.023643075,0.028741838,0.017696425,0.017746475,0.022930518,0.026228763,0.022898365,0.0137439575,0.016533956,0.019670883,0.017684694,0.012781982,0.008412082,0.011566836,0.016641762,0.0071801106,0.007942934,0.01346134,0.47600028,0.4945009,0.5014337,0.51540405,0.5150942,0.5320878,0.550037,0.58315814,0.5786179,0.5995962,0.6028989,0.5888175,-0.04618292798253749,0.0076664081172331255,-0.06163537972818444,-0.05761183186180287,0.0033219090454130514,0.014349109987961243,2
0.07750680905963303,0.0027139136,3.4701875,[187.5],2518.7514985560474,1971.6653215189388,16.013319317508714,0.22021809,106.79373,-675.2992,57.469906,0.1079949,13.572955,4.1077065,1.054722,-5.2301173,-8.361014,-7.2323937,0.7032723,-1.3122308,0.49686953,-4.091996,0.0017207658,-0.0089029325,-0.009702815,0.0032884812,-0.0014039049,-0.002425465,-0.0007482551,-0.011688816,-0.008003099,0.002255855,-0.0038924073,-0.0043491963,-0.0007018611,-0.015484257,-0.034788087,-0.031184131,-0.014031047,-0.02212416,-0.018449944,-0.012347931,-0.023639755,-0.0123642795,0.00041994438,-0.0063968454,0.0005472866,0.00529298,0.46548104,0.48628825,0.5128832,0.50952727,0.4821855,0.5154327,0.54679215,0.56909406,0.6209892,0.6648747,0.65324277,0.58185166,-0.06768117090845752,-0.006948356066416656,-0.05901712154619319,-0.07231906428292399,0.00781915152680084,0.029380874808689856,2
0.06414163523706896,0.0015404741,3.70375,[110.29411765],2588.5259345715795,1985.6839072959829,15.51844414429404,0.27473247,117.12569,-709.41736,58.21211,4.861288,13.165839,4.576435,-1.870953,-5.412283,-5.235036,-7.6253963,1.4381258,-0.4374961,-0.784075,-3.7768996,0.03192574,0.027320607,0.01889471,0.020192092,0.015302477,0.0016100068,0.0043572295,0.0104387365,0.014272967,0.008405721,0.005539098,0.014921003,0.019487994,0.06459859,0.074114636,0.063921794,0.062349565,0.05570349,0.040850975,0.03928205,0.03887457,0.0360147,0.025458196,0.019009665,0.024243599,0.02467017,0.48760772,0.5245897,0.5298441,0.5330879,0.6018106,0.65034574,0.7172881,0.7032253,0.6325339,0.57093847,0.62302965,0.5706279,-0.035244467751735856,-0.002695520058776474,0.024527193119363494,-0.1058484163247697,0.021790455487209086,0.019694852314544344,2
0.0901886470734127,0.0016541409,4.004,[187.5],2628.923120971459,1954.2964388250468,15.579529396024485,0.25357673,134.09459,-670.5376,53.289837,1.230545,11.102008,2.2863488,-2.1182117,-8.181012,-7.6701183,-8.076047,2.4587224,-1.766701,-2.1712754,-4.626958,-3.0275377e-08,-1.16341404e-07,1.1235003e-09,2.4983098e-09,9.076699e-09,-3.4148495e-09,1.1368049e-08,-1.1575009e-08,5.2774944e-09,9.328009e-09,-8.071463e-09,7.790587e-09,1.0348029e-10,2.4776137e-08,-4.331389e-09,-3.769639e-09,1.8626451e-09,1.2388068e-08,2.8575341e-08,-1.4782899e-11,-9.431489e-09,-1.3408089e-08,2.0415182e-08,1.4930727e-09,-9.150614e-09,-4.922705e-09,0.5177383,0.496733,0.5115954,0.54167175,0.5243055,0.5593111,0.60233855,0.6500434,0.61209756,0.55941194,0.56883264,0.54091656,-0.04148747297625859,-0.012495192856004629,-0.0004658342324321026,-0.041624680154085256,0.006823862490489598,0.025442399953063372,2
