pitch_mean,pitch_std,rms_mean,zcr_mean,spectral_centroid_mean,spectral_rolloff_mean,chroma_mean,mfcc_1_mean,mfcc_1_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta2_mfcc_1_mean,delta2_mfcc_1_std,mfcc_2_mean,mfcc_2_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta2_mfcc_2_mean,delta2_mfcc_2_std,mfcc_3_mean,mfcc_3_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta2_mfcc_3_mean,delta2_mfcc_3_std,mfcc_4_mean,mfcc_4_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta2_mfcc_4_mean,delta2_mfcc_4_std,mfcc_5_mean,mfcc_5_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta2_mfcc_5_mean,delta2_mfcc_5_std,mfcc_6_mean,mfcc_6_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta2_mfcc_6_mean,delta2_mfcc_6_std,mfcc_7_mean,mfcc_7_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta2_mfcc_7_mean,delta2_mfcc_7_std,mfcc_8_mean,mfcc_8_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta2_mfcc_8_mean,delta2_mfcc_8_std,mfcc_9_mean,mfcc_9_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta2_mfcc_9_mean,delta2_mfcc_9_std,mfcc_10_mean,mfcc_10_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta2_mfcc_10_mean,delta2_mfcc_10_std,mfcc_11_mean,mfcc_11_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta2_mfcc_11_mean,delta2_mfcc_11_std,mfcc_12_mean,mfcc_12_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta2_mfcc_12_mean,delta2_mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_13_mean,delta_mfcc_13_std,delta2_mfcc_13_mean,delta2_mfcc_13_std,emotion
505.5166194504752,397.94942944582203,0.0023335363,0.38467641977163464,3176.4584206448108,5493.314302884615,0.36827165,-690.5855,200.28394,-0.00881903,18.111485,-0.029950362,6.44654,49.9588,64.816765,-0.0176996,7.212616,0.009310759,3.7150257,4.9343753,24.382278,-0.011362663,3.996944,-0.04214475,2.522778,14.656477,23.895262,-0.016570935,4.613602,0.009203746,2.6225586,7.582085,16.064667,-0.009550755,3.4843433,-0.040838454,2.3105533,-2.1469438,12.332398,-0.015479753,2.0214925,0.009491792,1.3817632,0.039727286,15.358389,-0.0067780158,2.6767497,-0.03872768,1.3992543,-10.335815,17.489641,-0.012989769,1.8351706,0.009375958,1.0215267,-3.5894194,14.652136,-0.0027758938,1.5141284,-0.03620206,0.819056,2.243458,8.897352,-0.0102575375,2.2254753,0.009272337,1.3572372,-0.8344486,12.913149,0.0005257405,1.9886847,-0.032664243,1.1126336,2.6144795,8.704949,-0.007627056,1.7546662,0.00919596,1.1405535,-2.2279336,11.748487,0.0040369104,1.2567301,-0.028921664,0.82859993,neutral
143.7762679401646,44.92619593051105,0.0025108596,0.3896298363095238,3037.214341397921,5386.011904761905,0.37464732,-680.4269,196.48221,0.010801072,16.041323,-0.012845962,7.661366,48.51711,60.19331,-0.005056475,6.4913306,-0.010671646,3.4018888,2.2817764,20.815685,0.014523206,3.313447,-0.01810737,2.5271103,19.158354,22.338732,-0.005374926,3.7160711,-0.010315025,2.3306696,5.7290206,17.289776,0.0129034985,3.7837796,-0.017466135,2.4854596,-0.73867893,12.206751,-0.0051885266,2.3011909,-0.0090181725,1.4482546,-1.237342,16.12697,0.011191989,2.7161396,-0.015836375,1.3318824,-12.257838,17.157913,-0.0044205096,1.5299112,-0.006957215,1.0818485,-2.1934993,13.515038,0.009188315,1.7098293,-0.013767471,1.0082337,2.423195,9.099577,-0.0037093249,2.2281444,-0.004929583,1.3676345,-1.1234202,12.974325,0.0067836177,2.0372999,-0.011687159,1.0206261,1.7156333,8.158178,-0.0029147197,1.6474444,-0.0029285927,1.1081895,-2.5484216,12.013176,0.004868233,1.3200005,-0.0090333205,0.88420933,neutral
142.00716600967536,33.28379332863696,0.0028532802,0.40863451911407767,3102.6200059526236,5483.464805825242,0.3786823,-675.612,199.47438,-0.016759317,20.246206,-0.0037664894,7.95337,51.44724,62.903366,-0.047512934,9.468207,0.015757166,3.447928,3.1385405,25.227049,-0.022405855,5.6331854,-0.0051625236,3.0064096,14.430123,18.74505,-0.044811565,2.9092057,0.015711512,1.7992964,3.8864477,18.647657,-0.018839885,3.8379242,-0.0046385853,2.091087,-0.044007793,12.737524,-0.04000445,2.3919039,0.01569371,1.401095,-3.1738598,17.262264,-0.013783427,2.7363434,-0.0037145093,1.5827249,-10.518209,16.203632,-0.03397718,1.7929546,0.015748639,0.8644705,-4.815562,14.950322,-0.008117773,2.2352219,-0.0024610492,1.0576012,1.6516383,10.012142,-0.027574128,2.237151,0.015781831,1.5293562,-1.1643658,10.981361,-0.002593796,1.6253055,-0.0011289341,0.98110235,2.4059422,9.870686,-0.02149744,2.2414246,0.015540309,1.1737947,-3.3311272,11.145888,0.0021471106,1.3332188,-0.000102076534,0.6841038,neutral
139.23876817121982,37.69620770803105,0.002666796,0.3981591796875,2975.9450981609343,5438.515625,0.44094697,-672.2058,194.11493,-0.09998367,20.593517,-0.012178712,8.557111,50.859882,59.007854,-0.062010445,8.584978,-0.003550724,3.316268,4.30985,23.30596,0.052406117,5.243613,-0.022208994,3.0073195,14.452496,20.830658,0.0038580082,3.1171088,-0.001586698,1.9458389,5.6831484,16.222324,-0.020336328,3.4115577,0.004714346,1.9803307,1.8829132,10.812121,-0.0016788283,2.1874287,0.009927859,1.444047,-5.24047,17.635218,0.1061419,2.6263294,-0.00643641,1.6829804,-11.250755,14.8596735,0.06797543,1.8708209,0.00823132,1.0883557,-4.746383,13.815161,-0.004268596,2.2081704,-0.0062365723,1.129898,2.1199489,8.723832,-0.009455576,1.8068727,0.0013273933,1.2900766,-0.5325234,10.508375,0.047857113,1.4404699,-0.021224633,0.98513,1.0682456,7.219355,0.004581752,1.4665853,-0.015558267,0.90753293,-2.915655,11.445798,-0.0123671,1.5065652,-0.011580968,0.77747196,neutral
413.46722377953796,394.4866522951978,0.0017103401,0.37338999155405406,3022.119179999631,5294.904279279279,0.34570694,-704.7171,186.84892,-0.05317918,17.346243,0.0020322134,6.7519293,55.108395,61.973248,-0.04413482,6.625045,0.01553091,4.793533,8.766962,25.290216,-0.06489059,5.037879,0.002565509,3.0795307,16.08507,22.82069,-0.036162987,4.403815,0.014829603,2.494862,9.048754,18.22614,-0.047821026,3.8107538,0.0025204539,2.1090152,-1.2452636,11.577016,-0.030501775,2.307552,0.013194224,1.5288664,-0.79267925,16.68183,-0.029756844,2.5931575,0.0026972613,1.4159045,-8.950837,12.856239,-0.02531578,1.6702611,0.012190043,1.155834,-4.6129904,15.537986,-0.010214091,1.8569957,0.0030340373,1.0687791,1.8501389,11.271461,-0.014914006,2.6333883,0.008811262,1.4722247,-0.99881953,12.809569,0.007144921,2.0105166,0.0017553532,0.99733114,1.0667664,7.475373,-0.009533615,1.6501989,0.0070739556,1.0923271,-2.1271157,12.206374,0.015619568,1.7144854,0.0025250919,0.9243209,calm
405.05118507147216,378.2776926950517,0.0018150549,0.34463581996681414,2910.0307232794166,5060.080199115044,0.3586395,-691.7866,179.19762,0.005761197,18.638464,0.0025104648,7.8693438,62.128227,66.06622,-0.017963067,6.740797,-0.0018347888,4.983176,4.379124,25.189913,0.00832933,5.127356,0.0035529707,3.616892,15.114259,20.708385,-0.017235823,4.123146,-0.0011844363,2.2674723,9.473481,16.989782,0.008792843,3.7511015,0.003538349,2.169275,-1.9970255,10.346977,-0.015920907,2.0727923,1.5299669e-05,1.3930997,-2.6920488,16.556452,0.0093192365,2.3985887,0.0034397882,1.1241361,-7.4997845,12.71013,-0.014261406,1.8899568,0.0015828355,1.2746679,-4.454854,14.787749,0.009609706,2.0548332,0.0031729501,1.281356,2.7162411,9.514221,-0.012540808,2.2818272,0.003291869,1.2710409,-0.13076949,12.349128,0.009370892,2.2323236,0.0026647039,1.0155888,0.46992746,6.7817397,-0.0110097425,1.3075218,0.004914264,0.9010697,-2.4073803,11.875131,0.008398937,1.6070966,0.0018835184,1.0706414,calm
406.4472014629088,404.83387115637373,0.0026469908,0.3835804332386364,2989.881362065821,5159.659090909091,0.36741346,-682.77795,206.90839,0.023810608,19.496883,0.011939791,8.1126375,57.32895,67.614334,-0.0025363166,9.910055,0.021489726,4.6785884,6.606791,31.468737,0.019541584,6.2849097,0.0063234656,3.6438146,13.655479,21.079325,-0.010940547,3.8498967,0.016467277,2.3504877,7.7108455,19.093584,0.014267562,3.7978876,0.006622054,2.044431,1.5220745,11.945795,-0.007116049,2.284053,0.022742195,1.4420607,-1.2922966,19.17708,0.01175603,3.193989,0.0090009,1.6312796,-8.920944,14.070801,-0.012299637,2.0579424,0.019124974,1.5617028,-3.779716,15.9638,0.0036866881,2.0378842,0.0043292865,1.1597954,2.4763427,12.067072,-0.009811592,2.4628694,0.02091528,1.363487,1.2295848,11.228679,0.010898101,1.9361522,0.011701623,1.0585688,0.67690504,6.8465166,-0.0022187813,1.4846641,0.02618667,0.8596294,-2.1916687,12.971497,0.009516368,1.7375464,0.009342387,0.8754032,calm
133.0757532878955,30.69774830720445,0.0027043093,0.40198537844036697,2932.3230562327867,5161.123853211009,0.36070475,-680.936,204.28436,-0.0029817284,20.197914,-0.028044216,8.267654,61.04052,67.14738,0.008947754,9.483267,-0.011655948,3.9819772,4.4171267,28.394571,0.00988483,5.5225735,-0.02103671,2.8781424,14.82006,19.42851,0.02043323,3.5611393,0.0067188637,2.1877217,7.7456737,16.470564,0.008134197,3.130876,-0.017909316,1.7406056,0.52687675,9.768055,0.005746587,2.0654192,-0.0030656178,1.2271816,-2.012679,18.572737,-0.0023480074,2.8577008,-0.022889549,1.5202823,-9.609191,12.750915,0.0055870824,1.6443403,0.0059010535,1.3062177,-3.6547773,14.869675,0.0036166217,1.9836338,-0.0061406307,0.97340083,0.61511016,11.399509,0.005085361,2.702128,0.016148098,1.4955038,0.9635819,10.610728,-0.0058845556,1.7999946,-0.007282013,0.941162,0.9965965,7.7148337,-0.008500478,1.395617,0.009701464,0.77030545,-2.1670177,12.210639,-0.011923543,1.6777775,-0.007236753,0.7793699,calm
501.9897476871085,422.4529772129941,0.0015415929,0.31737018453663796,2852.5839435016383,4964.84375,0.3845078,-710.125,191.58588,0.060479,17.9479,0.043760117,7.1967897,63.90119,64.57025,0.007833638,6.451251,0.027513973,4.0904307,11.1249075,24.954487,0.058217682,4.6481447,0.039421625,3.253684,15.750795,22.708698,-0.001980194,4.384573,0.016781742,2.2364867,11.448448,19.249702,0.03522516,3.9971538,0.018965228,2.123908,-1.7685803,10.229808,0.0038612792,2.2669086,0.009286473,1.5507796,0.15707901,17.991058,0.016276158,2.4940608,-0.007956939,1.1605132,-5.5347257,8.79567,0.005204343,1.1281731,-0.00962428,0.9373059,-3.244008,16.161043,0.006344192,1.9391636,-0.020842409,1.037503,2.5329165,10.599249,0.0131524345,2.3767664,-0.014648693,1.2834711,2.9119859,10.780975,0.00050903653,1.7748994,-0.020711811,0.8045145,-0.30749792,6.0368924,0.013269762,1.0309763,-0.019654883,0.74909556,-1.4407293,10.995578,0.0029822423,1.3552537,-0.0075976513,1.0275918,calm
398.4832704985427,377.83073322774544,0.0016508083,0.35607328869047616,2910.269081121134,4930.369543650793,0.38230938,-675.15,174.0577,0.006089353,16.216589,-0.0032665068,6.854708,60.21568,66.28546,-0.01183256,9.663295,0.002622481,5.5462174,2.3387032,24.64886,0.008605842,5.0135956,-0.004662185,3.0721338,14.2370825,19.10738,-0.011515502,3.993427,0.0026388376,2.275158,5.939858,18.499958,0.008579873,4.048105,-0.004790432,2.2140472,-1.7449062,10.904706,-0.010921101,2.297922,0.002660084,1.5639396,-4.6459136,17.688612,0.008512835,2.964425,-0.0050021755,1.710781,-7.571341,11.604545,-0.010122942,2.060836,0.0026649563,1.1598076,-4.7184167,14.412079,0.008374479,1.8607883,-0.0052934336,1.1631291,3.429551,11.594478,-0.009217488,2.3808231,0.002625568,1.2161334,0.83633286,11.665599,0.008132405,1.9551933,-0.0056569246,1.0547309,-1.1212429,5.667991,-0.00831012,1.1369224,0.0025120263,0.7941964,-2.6457374,11.538952,0.007758551,1.8165679,-0.006080101,0.97929126,calm
