pitch_mean,rms_mean,zcr_mean,tempo_bpm,duration_s,delta_mfcc1,delta_mfcc2,delta_mfcc3,delta_mfcc4,delta_mfcc5,delta_mfcc6,delta_mfcc7,delta_mfcc8,delta_mfcc9,delta_mfcc10,delta_mfcc11,delta_mfcc12,delta_mfcc13,filename
92.68185203237759,0.0023322327,0.08102182241586539,[78.125],3.3033125,-0.010384192690253258,-0.014589089900255203,-0.014303500764071941,-0.013843719847500324,-0.01323280856013298,-0.012500469572842121,-0.011680805124342442,-0.010809769853949547,-0.009922499768435955,-0.009050965309143066,-0.008221497759222984,-0.0074536981992423534,-0.006759217008948326,03-01-01-01-01-01-01.wav
90.51862290438264,0.0025117872,0.08379371279761905,[156.25],3.3366875,0.009690341539680958,0.014343474991619587,0.01526178140193224,0.01474397536367178,0.012420229613780975,0.009536544792354107,0.007524855900555849,0.006645808462053537,0.005887577775865793,0.004191963002085686,0.001804182305932045,3.6430146792554297e-06,-0.0005684272618964314,03-01-01-01-01-02-01.wav
91.72151450073552,0.002860884,0.0785326911407767,[81.52173913],3.2699375,-0.03725282475352287,-0.048949889838695526,-0.04248381033539772,-0.03894568979740143,-0.0362890399992466,-0.03146778792142868,-0.026411717757582664,-0.022427165880799294,-0.0175231471657753,-0.011714170686900616,-0.007321049924939871,-0.004094789270311594,-0.00036787407589145005,03-01-01-01-02-01-01.wav
90.57718112360483,0.0026793296,0.087861328125,[85.22727273],3.169875,-0.10294681787490845,-0.06084417179226875,0.03565032035112381,0.012855873443186283,-0.030339939519762993,0.00041606425656937063,0.06985481083393097,0.04990111291408539,-0.021127400919795036,-0.007308959495276213,0.02250572293996811,-0.006688518449664116,-0.04968561977148056,03-01-01-01-02-02-01.wav
87.3822034268874,0.0017120339,0.08141539977477477,[117.1875],3.536875,-0.09437455236911774,-0.1226525753736496,-0.11242552101612091,-0.1066790297627449,-0.09457709640264511,-0.09042996913194656,-0.08847606927156448,-0.07763919979333878,-0.0652606189250946,-0.05254770815372467,-0.0386311337351799,-0.03134356811642647,-0.02424384094774723,03-01-02-01-01-01-01.wav
107.87159242508628,0.0018140345,0.0615147953539823,[104.16666667],3.603625,-0.004170755855739117,-0.0060350303538143635,-0.00630814116448164,-0.006424257066100836,-0.006191966589540243,-0.005691059865057468,-0.005207737907767296,-0.0049921683967113495,-0.005047233775258064,-0.0051336223259568214,-0.004984308499842882,-0.004544333089143038,-0.004025287926197052,03-01-02-01-01-02-01.wav
88.61702562171777,0.0026529438,0.08552024147727273,[156.25],3.5035,0.0388079397380352,0.039136990904808044,0.028705578297376633,0.03127177804708481,0.034185703843832016,0.03151444345712662,0.02571563422679901,0.02055259421467781,0.023643074557185173,0.02874183841049671,0.017696425318717957,0.017746474593877792,0.02293051779270172,03-01-02-01-02-01-01.wav
84.93074413944727,0.0027139136,0.07750680905963303,[187.5],3.4701875,0.0017207658383995295,-0.00890293251723051,-0.009702814742922783,0.0032884811516851187,-0.0014039048692211509,-0.0024254650343209505,-0.000748255115468055,-0.011688816361129284,-0.008003098890185356,0.002255854895338416,-0.003892407286912203,-0.004349196329712868,-0.0007018611067906022,03-01-02-01-02-02-01.wav
87.83862024213217,0.0015404741,0.06414163523706896,[110.29411765],3.70375,0.0319257415831089,0.027320606634020805,0.018894709646701813,0.020192092284560204,0.015302477404475212,0.0016100067878142,0.0043572294525802135,0.010438736528158188,0.014272967353463173,0.008405720815062523,0.00553909782320261,0.014921003021299839,0.01948799379169941,03-01-02-02-01-01-01.wav
92.98523484205633,0.0016541409,0.0901886470734127,[187.5],4.004,-3.0275376872168636e-08,-1.1634140406613369e-07,1.1235002927989513e-09,2.4983097812736332e-09,9.076699392096543e-09,-3.414849514271623e-09,1.1368048724591517e-08,-1.1575009395414781e-08,5.277494441457975e-09,9.328008587772274e-09,-8.07146260939362e-09,7.790586842304492e-09,1.0348028683937471e-10,03-01-02-02-01-02-01.wav
96.58237543447765,0.0021426992,0.09876967921401515,[98.68421053],4.20425,-0.5023688077926636,-0.18829530477523804,-0.023555682972073555,-0.0712783932685852,-0.05036120116710663,0.03746863454580307,0.09958905726671219,0.0670718252658844,0.060018956661224365,0.011733705177903175,0.011175892315804958,-0.04238469526171684,-0.06844351440668106,03-01-02-02-02-01-01.wav
95.98604848004595,0.0021671245,0.10132998511904762,[170.45454545],4.004,0.028779583051800728,0.04040578007698059,0.03953450173139572,0.03811866417527199,0.036210790276527405,0.03388066589832306,0.031211884692311287,0.02829764410853386,0.025236301124095917,0.02212640270590782,0.019062653183937073,0.01613111048936844,0.01340578030794859,03-01-02-02-02-02-01.wav
117.1570839384181,0.0043645697,0.08780103211009174,[208.33333333],3.4701875,0.011301676742732525,0.01596088893711567,0.015894131734967232,0.01578330621123314,0.01562945730984211,0.015433658845722675,0.015197429805994034,0.014922563917934895,0.014611086808145046,0.014265027828514576,0.013886978849768639,0.01347927562892437,0.013044583611190319,03-01-03-01-01-01-01.wav
100.38424207855518,0.0050696,0.0730674813646789,[208.33333333],3.470125,-0.004877160303294659,-0.006887890864163637,-0.006859543267637491,-0.0068125068210065365,-0.006746904458850622,-0.0066630663350224495,-0.006561279296875,-0.006442004349082708,-0.006305676884949207,-0.006152984220534563,-0.005984428804367781,-0.005800710991024971,-0.00560267036780715,03-01-03-01-01-02-01.wav
102.36192811410474,0.003828038,0.09521924268018019,[187.5],3.536875,-0.0035237192641943693,-0.004977166187018156,-0.004958974197506905,-0.00492881378158927,-0.0048868549056351185,-0.004833437502384186,-0.004768896382302046,-0.0046936827711761,-0.00460825627669692,-0.004513241816312075,-0.004409214947372675,-0.004296852275729179,-0.004176775924861431,03-01-03-01-02-01-01.wav
91.93281745936227,0.0038195471,0.10088058997844827,[170.45454545],3.70375,-0.012689285911619663,-0.0888148695230484,-0.0219054464250803,-0.08211001008749008,-0.02879127487540245,-0.06924055516719818,-0.03590257838368416,-0.05430284142494202,-0.040526144206523895,-0.041357286274433136,-0.03956800326704979,-0.028598254546523094,-0.03303608298301697,03-01-03-01-02-02-01.wav
224.17991316382782,0.006669737,0.10995669157608695,[187.5],3.670375,0.07840308547019958,0.03208427503705025,-0.004784078802913427,0.00013910367852076888,0.005718505010008812,0.02502184547483921,0.010989243164658546,-0.02783443219959736,-0.04306679591536522,0.00737315509468317,0.007259378209710121,0.014835735782980919,0.007155037950724363,03-01-03-02-01-01-01.wav
