pitch_mean,pitch_std,rms_mean,zcr_mean,tempo,spectral_centroid_mean,spectral_rolloff_mean,chroma_mean,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,tonnetz_1_mean,tonnetz_2_mean,tonnetz_3_mean,tonnetz_4_mean,tonnetz_5_mean,tonnetz_6_mean,tonnetz_1_std,tonnetz_2_std,tonnetz_3_std,tonnetz_4_std,tonnetz_5_std,tonnetz_6_std,mfcc_1_mean,mfcc_1_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta2_mfcc_1_mean,delta2_mfcc_1_std,mfcc_2_mean,mfcc_2_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta2_mfcc_2_mean,delta2_mfcc_2_std,mfcc_3_mean,mfcc_3_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta2_mfcc_3_mean,delta2_mfcc_3_std,mfcc_4_mean,mfcc_4_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta2_mfcc_4_mean,delta2_mfcc_4_std,mfcc_5_mean,mfcc_5_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta2_mfcc_5_mean,delta2_mfcc_5_std,mfcc_6_mean,mfcc_6_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta2_mfcc_6_mean,delta2_mfcc_6_std,mfcc_7_mean,mfcc_7_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta2_mfcc_7_mean,delta2_mfcc_7_std,mfcc_8_mean,mfcc_8_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta2_mfcc_8_mean,delta2_mfcc_8_std,mfcc_9_mean,mfcc_9_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta2_mfcc_9_mean,delta2_mfcc_9_std,mfcc_10_mean,mfcc_10_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta2_mfcc_10_mean,delta2_mfcc_10_std,mfcc_11_mean,mfcc_11_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta2_mfcc_11_mean,delta2_mfcc_11_std,mfcc_12_mean,mfcc_12_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta2_mfcc_12_mean,delta2_mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_13_mean,delta_mfcc_13_std,delta2_mfcc_13_mean,delta2_mfcc_13_std,emotion,speaker
505.5166194504752,397.94942944582203,0.0023335363,0.38467641977163464,125.0,3176.4584206448108,5493.314302884615,0.36827165,23.900631919141297,12.755432085723422,16.246843213642446,14.876188419082798,15.425390048881493,17.528091893598482,19.118488392752973,6.838102886045459,4.357097977311095,5.01672844752411,3.682828855098942,3.17116267435189,4.347206468055117,4.026793195543537,-0.045196402545273226,0.014588308158486189,-0.033745752307228635,-0.039723620696280396,0.016964688883732666,0.004606184773505401,0.050291090336304516,0.04534698923510611,0.08874549819472743,0.0921979089187759,0.0344354320993647,0.022072763070017914,-690.5855,200.28394,-0.008819067,18.111483,-0.029950399,6.44654,49.9588,64.816765,-0.017699562,7.212616,0.009310796,3.7150257,4.934375,24.382278,-0.0113627175,3.996944,-0.04214475,2.522778,14.656477,23.895262,-0.016570907,4.613602,0.009203764,2.6225586,7.582085,16.064667,-0.009550782,3.4843433,-0.040838495,2.3105533,-2.1469438,12.332398,-0.015479748,2.0214925,0.009491792,1.3817633,0.03972723,15.35839,-0.00677802,2.6767495,-0.038727663,1.3992543,-10.335815,17.489641,-0.012989796,1.8351705,0.009375966,1.0215267,-3.5894194,14.652136,-0.0027758824,1.5141283,-0.036202047,0.819056,2.243458,8.897352,-0.0102575375,2.2254753,0.009272356,1.3572373,-0.83444875,12.913149,0.0005257313,1.9886845,-0.03266426,1.1126335,2.6144795,8.704949,-0.007627047,1.7546662,0.009195965,1.1405535,-2.2279336,11.748487,0.004036919,1.2567302,-0.028921662,0.82859993,neutral,1
302.3222874625726,128.35334413334658,0.0037597197,0.2734118009868421,125.0,2276.3149189054793,4242.256030701755,0.3531248,18.334601724201487,16.572474309617157,18.07566283431119,15.853688189831766,17.46994904119101,17.303363223393884,18.901438726412042,4.842466530929313,6.6358539493678865,5.182270903227817,3.9085630672217846,3.970571222555822,3.5444586454966225,5.583176523617912,-0.029230527115899813,0.024627670270533603,-0.005778643327128456,-0.02737370876824175,0.009705339842615844,0.00732780595130312,0.08261032506741879,0.05261372188086192,0.11291750166496707,0.1204778944269711,0.03877158487659744,0.039259622657508014,-635.1289,195.85706,0.3178684,18.81513,0.009116522,8.570859,47.462643,53.66569,0.37619865,6.8536325,0.014207116,3.7142117,-8.698642,36.291817,0.24525481,6.63048,0.0100157345,4.9964814,8.426028,20.105204,0.16339552,4.62306,0.004008043,2.5345418,-8.916358,22.539825,0.16024218,3.55705,-0.0070272638,2.3360233,-1.5284269,12.925502,0.15401341,2.4654276,-0.010354342,1.1737957,-11.918323,19.968248,0.11659238,3.043959,-0.0056495448,1.5999132,-4.3669667,11.646238,0.067676805,2.1472416,0.008183999,1.3723868,-2.9760785,11.295028,0.048738915,2.1503947,0.0142943,1.0666538,-2.2677076,7.8383107,0.04214393,1.3553904,0.0105109215,0.73086286,-4.875789,10.485506,0.041125666,1.630809,-0.0010814975,1.0386711,-1.8716966,8.460877,0.02989889,1.4746279,-0.005824825,1.2626094,-2.7664056,7.851409,0.022402797,1.2310997,-0.0043659452,0.9588261,neutral,2
482.7516281022851,336.9941955166137,0.004146353,0.23128707320601852,125.0,2389.016066659675,4492.332175925926,0.41147077,21.539332517420114,13.733310009640142,16.972033255972462,15.96930305244592,17.15058417464391,16.54823159914102,18.99905706095249,8.235718138947922,4.591011252678569,6.286957671439994,4.478604659875597,4.121779171672418,3.229913866949119,5.150805869105211,-0.007612626905444251,-0.007830556429677102,0.02183816951906462,0.0028425631872201406,0.0056864211952281155,0.0003263442755539406,0.06638363770263829,0.06670960367129,0.0786108787423388,0.11929657626287324,0.02456545870984039,0.04384920252220753,-604.8453,181.9306,0.13306932,16.955553,0.006483769,8.139852,52.506542,53.062447,0.17629217,6.6756206,0.009077229,4.3759375,-2.9946165,27.364822,0.13008648,4.4684167,0.0068788077,3.54516,13.045798,24.45611,0.09177494,5.8289213,0.00022283879,3.6921723,-0.52620536,18.176508,0.05482383,3.5061243,-0.007631289,2.1661506,-7.4779396,16.235334,0.040590372,2.7553554,-0.010395385,1.8596992,-13.482223,19.44832,0.022893565,2.8498843,-0.0056271693,1.6337371,-1.4794195,11.879158,0.019377824,2.5973458,0.0019731892,1.8181427,-10.665723,16.825727,0.010163113,2.5292387,0.006211762,1.6111306,-1.2697915,8.013504,0.015556933,1.7493045,0.0048668794,1.1183611,-4.4126844,11.83875,0.013747831,2.4250293,0.000894977,1.3009274,-2.7917612,8.367699,0.021846833,1.2367063,-0.0013849302,0.93670833,-3.032643,7.3750596,0.017911823,1.2568978,0.0012250168,0.68979645,neutral,3
332.67026001181756,100.18827150235083,0.002535916,0.2654606745793269,125.0,2746.2033154495653,4999.248798076923,0.31734604,18.264199350648962,16.212219314810238,16.700533560847234,16.853901326482404,16.45211607889504,17.06667055947472,18.965118422115705,6.182972114903645,7.858895459974694,6.192031442633784,4.921580462773125,4.665431487355692,4.066030031652596,5.262323625232992,-0.017773314551080555,0.010725773074102832,-0.023728927830234666,0.007285244556931382,-0.011597801301784286,0.0015373124467889764,0.05162403520637923,0.09847114696809654,0.13700802878031468,0.10995371695211782,0.0406398846280114,0.043737256358798354,-676.1546,191.33319,0.15208772,17.229017,-0.058560446,6.256552,35.383194,50.448586,0.13658898,5.165873,-0.0684742,2.7493992,-5.5930996,28.658817,0.13523711,4.766305,-0.04738681,3.5714622,8.554627,16.836332,0.033565667,3.333682,-0.02563075,2.5205815,-8.075121,19.737331,0.05792958,2.3087943,-0.013713272,1.5982665,-3.4930778,12.806114,-0.009109009,2.6063588,0.0019146571,1.543137,-13.266752,19.95338,0.026172858,2.9425745,0.008991218,1.2859614,-9.3933,12.678845,-0.037130356,2.0154738,0.016558547,1.1505679,-4.2324047,10.305729,-0.0016693518,1.8268981,0.017010845,1.2604061,-1.9628184,6.9296026,-0.049870573,1.4068722,0.024629487,0.9334364,-8.006622,11.020007,0.0011668148,1.3930379,0.026406506,0.8704836,-2.2475226,6.5922203,-0.024251567,0.9971523,0.028121425,0.69901776,-0.72522324,6.3035316,0.029383628,1.171432,0.021241449,0.80663437,neutral,4
175.04917252856723,19.668645392148836,0.0015883355,0.24666845271017698,125.0,2452.8386492796026,4813.882743362832,0.5064138,21.34529530609873,12.89188042533363,17.073516474989972,16.214154136415917,16.90447425528138,16.32601787082313,16.6037649665704,4.993410589295568,4.766096050511139,6.721986863400969,4.030623189883723,2.7764572134681638,3.4538018378378426,3.7279269046342933,-0.012077155387120599,0.02171388614048928,-0.04436598939046442,0.006550993803327643,0.01222133906310735,0.0036083599717348603,0.06706197814410347,0.06433377501891371,0.06741361326305198,0.12816722952082538,0.03447414596535993,0.029806929970961415,-693.54694,161.68956,0.004440006,16.231182,-0.01512382,7.994396,64.581825,67.36684,-0.0055427803,8.338947,0.0028585386,6.1187224,5.7520185,26.101849,0.017769309,4.7783575,-0.03739602,4.4015274,19.058918,27.185135,0.008186197,5.8435974,-0.0060487995,3.0470223,4.376009,15.220309,0.02135935,3.1695273,-0.029779358,2.1356397,0.63749266,17.26964,-0.00065383146,3.7808948,-0.0021258704,2.767796,-2.9605038,16.276922,0.017375587,2.3259356,-0.035980947,1.372561,-1.3217909,13.432415,0.0062006474,2.308758,-0.0030992872,1.4429328,0.96656907,11.598417,0.025186243,1.5692947,-0.020033421,1.1204875,3.0371804,10.998676,0.007106294,2.4041421,0.005182356,1.2926219,0.87493277,10.356858,0.025767757,2.1278462,-0.02536385,1.215335,0.95775765,6.1818023,0.010230462,0.87356687,0.0008411898,0.90482515,-0.11945229,10.292316,0.026111137,1.3382196,-0.01522571,0.8906752,neutral,5
502.71800332585354,290.1343068248037,0.0016393681,0.3848958333333333,133.92857142857142,2974.1896496833406,5273.586309523809,0.42626753,22.334501922186654,15.365334162697046,17.019299016522286,17.038412836197292,17.639440337116206,17.532414101840743,17.647218463679074,4.686532524442536,6.31382725124702,6.717635341948866,4.783777267297956,4.628341503392293,4.154000038300705,4.511369622468811,-0.06900315180467625,0.03629680493697765,0.01452986876968072,-0.04623583885175883,-0.004970970982407348,-0.0014002927867251534,0.09948826706432574,0.07337412171044105,0.10030012120778242,0.12957320210063425,0.03743762628550472,0.04591780869975129,-711.1005,179.88795,0.31899709,19.855679,-0.12130027,9.073312,35.71177,54.84182,0.015065283,6.4428563,0.04677662,3.5078974,-11.361115,38.653393,0.006493328,6.693246,-0.14020146,4.053137,9.694469,22.731985,-0.08445851,5.0463605,0.016244758,3.0734062,-3.9168525,21.868246,-0.00373915,3.5387776,-0.06941566,2.1199384,-10.448031,18.382101,-0.06729684,2.9666934,0.007013935,1.3355643,-8.487514,23.222446,-0.05013448,3.1801724,-0.063567065,1.8136717,-9.259491,11.4332905,-0.05618609,1.6184231,0.013280625,0.8521562,1.1372286,14.215591,-0.053491473,2.8837175,-0.039242856,1.5801152,-4.570534,10.392873,-0.05793161,1.5994905,0.015236052,0.8686795,-3.932804,11.103927,-0.090348415,1.7921404,-0.019956961,1.3339653,-5.534477,11.904423,-0.015088697,1.8064839,-0.0053583253,1.0371836,-5.3626842,11.261822,-0.002090139,1.761739,-0.015052061,1.1042962,neutral,6
167.00434167255824,37.468422209405276,0.0027563227,0.2867491675204918,133.92857142857142,2450.544569063316,4537.461577868852,0.43375954,22.973637255714866,15.903935315170804,16.97429815876837,16.45751014574622,17.21415551059093,16.51824416572274,18.66151157898315,7.264511137125676,5.60820612052988,5.920145430422027,3.8603810025139635,3.886982048614441,2.9393207087460325,5.396357921773025,0.006420084802684168,-0.012791591066861509,-0.030660274591236387,-0.009206369274952903,0.013553513763609372,0.010871349977039348,0.07723986532013981,0.06892397202526229,0.14345834187666212,0.11606579000543552,0.046523525714589786,0.04103105917527508,-634.14087,173.39539,-0.23650494,17.561016,-0.08908949,8.047468,65.59859,62.846447,0.93472785,6.653075,-0.02212655,4.1547465,5.673717,26.005493,0.21906851,4.8668833,0.015348767,3.682252,20.995821,25.527542,-0.120981514,5.2348905,0.0020753013,2.7832215,2.188027,23.972574,0.15330938,5.058203,-0.015233088,2.6413298,-4.46739,18.003317,0.015482004,2.7023757,-0.019964194,1.4792621,-11.043356,18.094213,0.30322406,2.9250278,0.02149877,1.4706924,0.86506295,7.131617,-0.041237205,1.3196665,0.04458146,0.94620794,-3.3489873,12.992274,-0.019959971,2.3681374,-0.02702814,1.2358572,-4.182691,7.9130354,-0.044381354,1.2912054,-0.05646969,0.9631296,-0.6572126,9.219883,0.033264812,1.6983446,-0.008086519,1.0455093,2.5663714,8.049263,-0.12165047,1.2428743,-0.034791447,0.79529166,-6.792771,10.886666,0.07556258,1.5646732,-0.05026188,0.98408616,neutral,7
194.08802629015702,114.74229649426225,0.0025063767,0.16740944602272728,125.0,2155.4518191729235,4910.724431818182,0.51583976,20.967930501223837,15.977825933420593,17.43279534369442,16.00548597776335,16.947262473819773,16.898238472638337,17.712037153482143,6.145016993395696,6.478580536208748,5.6407755309311804,4.319883740253514,4.248937626910931,4.242137678867226,5.151617921038921,-0.0543622387495291,0.04512505849634153,0.07276228023692922,-0.05109038399532481,0.01474831737741636,0.03857581123328693,0.08666330420153777,0.08506754675210736,0.11271546198493204,0.12621395448940045,0.04248577207029567,0.03632831243329125,-675.837,182.92215,-0.040289305,16.843683,0.025055615,6.967985,59.10511,43.08886,-0.059496406,6.043906,0.047520526,3.6364386,9.830368,37.7817,-0.016409718,6.8214393,0.033838224,4.214682,22.522682,19.880335,0.009547238,4.2623844,-0.000105344705,2.6598198,-0.8542887,27.915028,0.046632584,3.1698864,-0.024678636,2.0597672,8.138618,12.011393,0.037492126,2.4240644,-0.032290094,1.3078265,-7.2255845,24.014526,0.036921494,2.8715334,-0.030742494,1.4761162,-1.6695495,14.547251,-0.005289459,2.0874777,-0.024776636,1.3456395,-0.29831058,15.530811,-0.011769234,2.4761324,-0.025389919,1.2168361,1.4998257,11.751197,-0.03302697,2.3402932,-0.01649547,1.4293505,-4.079309,13.82277,-0.026059257,1.9924148,-0.0052299006,1.0830984,2.0128171,8.5480175,-0.03887457,1.4980316,0.023619656,0.9683861,1.6667806,7.422782,-0.03789863,0.9533183,0.03661584,0.76746,neutral,8
103.91819104981374,30.227646769912337,0.0013790351,0.14104217233009708,125.0,1546.8660969684067,3434.9211165048546,0.58719194,21.405393101253114,13.322563314955389,15.558643727143675,15.052310424946807,15.431813227244728,15.791748103338515,16.632464967697533,7.337953164887502,4.139141492967423,5.200347717063922,3.8304483423467848,2.985362412342112,3.59283069619338,4.059648888661681,-0.0013679485876381206,0.0006671381696261508,-0.055277504677911905,0.0074069668330898715,0.00980502371799603,0.00045352889613694294,0.039464240711576865,0.05657056033032255,0.06111664313156166,0.0801613520059043,0.028792914865182984,0.022985374538211648,-709.7566,150.7502,-0.45019916,15.33501,0.42147785,6.9352913,80.550064,47.274673,-0.22997053,5.7655973,0.352047,3.5995848,24.138367,22.846436,0.12890737,3.9009664,-0.035593733,2.9484272,32.416206,17.685999,-0.09524987,2.9902961,0.0040500234,2.1777046,16.538527,16.002834,0.009629686,3.0894172,-0.043874126,2.0454895,6.480745,14.240928,-0.0364451,2.4307222,-0.0019206757,1.5966748,4.929051,15.00115,-0.019944847,2.1966677,-0.058374047,1.2546848,6.8989215,10.886166,-0.13038099,1.2876472,-0.041070193,0.9640548,6.6725464,12.099807,-0.007330802,2.0325928,-0.012880298,0.8811551,0.9797988,11.367155,-0.08901906,1.7303021,0.00048175975,0.85564584,8.140105,8.414005,-0.07133229,1.5025682,-0.026103156,0.9027863,6.845328,8.768365,0.0022420755,1.608154,-0.0045583765,0.8704789,3.3804455,9.780449,-0.0063478304,1.8378042,-0.005708061,1.1018572,neutral,9
204.137622076525,125.6248473663382,0.009865157,0.12547948338963963,125.0,2060.2949753282296,4304.898648648648,0.40169728,18.465976594813064,17.38493016375893,19.68571226824515,17.578571875928823,17.75527797792797,17.697676693301187,21.720355564810014,6.2927577886288475,6.700792849145069,6.460382436267026,5.394958407945668,4.320518964019012,4.056232218568009,8.397741298322625,-0.018786162508849742,0.03715984521171092,0.00775792518093589,-0.0006871109048060531,0.008453836361402506,-0.013058281988157125,0.12197191693011546,0.1193748928235926,0.14255805240141456,0.1861902012254159,0.06661330031612002,0.05501406787023935,-558.3158,180.31566,0.0036576164,16.838547,0.01057604,7.3063183,46.79535,46.649204,0.0047349837,5.5459433,0.014794394,2.7543304,-3.2009408,25.200994,0.003477338,4.704319,0.014139899,2.639479,6.8815336,19.861416,0.0016442548,4.915654,0.012789353,2.7133176,0.49892363,13.643616,-0.00023481384,2.648789,0.010970964,1.6591831,-6.9531713,18.729233,-0.0014912497,3.0852652,0.0093081435,1.6876686,-9.640486,19.900242,-0.0016704234,3.0037012,0.008253884,1.6452788,-6.1326566,15.121886,-0.0007769691,2.3032224,0.007688616,1.3017932,-1.5524534,11.970171,0.0008127002,2.137095,0.0071763797,1.4325131,-6.84072,15.146961,0.0026327919,2.3963706,0.0065295864,1.4211229,-2.9437149,11.749084,0.004296251,1.8805778,0.0059574647,1.0812626,-1.0286001,8.500319,0.005458269,1.043869,0.0056581753,0.616924,-4.2817864,12.413227,0.005785955,1.5480405,0.005461362,0.9128366,neutral,10
